danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.265,0.305,11,-10.954,0,0.0359,0.37,2.14E-02,0.111,0.0677,131.591,audio_features,5bv87T8PtI8c1KSUn2QRsz,spotify:track:5bv87T8PtI8c1KSUn2QRsz,https://api.spotify.com/v1/tracks/5bv87T8PtI8c1KSUn2QRsz,https://api.spotify.com/v1/audio-analysis/5bv87T8PtI8c1KSUn2QRsz,226818,4
0.476,0.47,7,-8.893,0,0.0365,0.577,1.85E-02,0.112,0.244,148.159,audio_features,4b7hM5zVEYICRZYa1PvIf0,spotify:track:4b7hM5zVEYICRZYa1PvIf0,https://api.spotify.com/v1/tracks/4b7hM5zVEYICRZYa1PvIf0,https://api.spotify.com/v1/audio-analysis/4b7hM5zVEYICRZYa1PvIf0,210664,3
0.51,0.43,9,-10.597,0,0.0428,0.624,6.03E-02,0.111,0.0888,127.926,audio_features,15mbNyhZQdGkG7Z0J1DcUP,spotify:track:15mbNyhZQdGkG7Z0J1DcUP,https://api.spotify.com/v1/tracks/15mbNyhZQdGkG7Z0J1DcUP,https://api.spotify.com/v1/audio-analysis/15mbNyhZQdGkG7Z0J1DcUP,246370,4
0.417,0.551,8,-6.456,0,0.174,0.73,1.66E-03,0.0907,0.444,87.614,audio_features,2t16D9V5FmmRAJjsSpwvZf,spotify:track:2t16D9V5FmmRAJjsSpwvZf,https://api.spotify.com/v1/tracks/2t16D9V5FmmRAJjsSpwvZf,https://api.spotify.com/v1/audio-analysis/2t16D9V5FmmRAJjsSpwvZf,174568,4
0.46,0.426,0,-7.286,0,0.218,0.232,7.54E-02,0.0847,0.432,88.802,audio_features,18wCJcoFmXZ0jfrFhF6cYS,spotify:track:18wCJcoFmXZ0jfrFhF6cYS,https://api.spotify.com/v1/tracks/18wCJcoFmXZ0jfrFhF6cYS,https://api.spotify.com/v1/audio-analysis/18wCJcoFmXZ0jfrFhF6cYS,157477,4
0.316,0.63,5,-5.963,1,0.117,0.471,2.62E-01,0.205,0.313,89.643,audio_features,6N22FZs2ZhPBYi3b9XPajV,spotify:track:6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/tracks/6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/audio-analysis/6N22FZs2ZhPBYi3b9XPajV,153294,1
0.563,0.459,4,-7.781,0,0.0292,0.92,7.24E-01,0.11,0.197,79.983,audio_features,6potEImiklXkwD9qFzpu15,spotify:track:6potEImiklXkwD9qFzpu15,https://api.spotify.com/v1/tracks/6potEImiklXkwD9qFzpu15,https://api.spotify.com/v1/audio-analysis/6potEImiklXkwD9qFzpu15,202536,4
0.348,0.652,3,-7.145,1,0.0931,0.0165,2.64E-04,0.33,0.172,70.956,audio_features,10hMM5nsZQf66ldBlgWBfG,spotify:track:10hMM5nsZQf66ldBlgWBfG,https://api.spotify.com/v1/tracks/10hMM5nsZQf66ldBlgWBfG,https://api.spotify.com/v1/audio-analysis/10hMM5nsZQf66ldBlgWBfG,192987,4
0.492,0.326,4,-6.416,0,0.0505,0.84,0.00E+00,0.696,0.376,112.218,audio_features,1ZczOoLuCyDO5dKUPndxf5,spotify:track:1ZczOoLuCyDO5dKUPndxf5,https://api.spotify.com/v1/tracks/1ZczOoLuCyDO5dKUPndxf5,https://api.spotify.com/v1/audio-analysis/1ZczOoLuCyDO5dKUPndxf5,203574,4
0.232,0.598,2,-7.133,1,0.0551,0.169,7.10E-03,0.648,0.0998,158.135,audio_features,3Is0kAKFOdUIlMQCSOOX7B,spotify:track:3Is0kAKFOdUIlMQCSOOX7B,https://api.spotify.com/v1/tracks/3Is0kAKFOdUIlMQCSOOX7B,https://api.spotify.com/v1/audio-analysis/3Is0kAKFOdUIlMQCSOOX7B,446799,4
0.696,0.404,7,-10.662,0,0.0417,0.155,1.19E-02,0.228,0.116,120.057,audio_features,0dTAXSZZYf7YTKV1vtTlBz,spotify:track:0dTAXSZZYf7YTKV1vtTlBz,https://api.spotify.com/v1/tracks/0dTAXSZZYf7YTKV1vtTlBz,https://api.spotify.com/v1/audio-analysis/0dTAXSZZYf7YTKV1vtTlBz,182027,4
0.631,0.689,0,-5.118,1,0.036,0.0295,0.00E+00,0.372,0.34,144.007,audio_features,7MuwqAnrSPwzRvb8lRLjyv,spotify:track:7MuwqAnrSPwzRvb8lRLjyv,https://api.spotify.com/v1/tracks/7MuwqAnrSPwzRvb8lRLjyv,https://api.spotify.com/v1/audio-analysis/7MuwqAnrSPwzRvb8lRLjyv,189710,4
0.392,0.473,8,-11.377,0,0.118,0.824,1.56E-05,0.117,0.284,111.317,audio_features,4XjnaL1dDauhuvNFz1SLwW,spotify:track:4XjnaL1dDauhuvNFz1SLwW,https://api.spotify.com/v1/tracks/4XjnaL1dDauhuvNFz1SLwW,https://api.spotify.com/v1/audio-analysis/4XjnaL1dDauhuvNFz1SLwW,465816,5
0.618,0.729,7,-7.467,1,0.0258,0.00706,1.51E-02,0.385,0.757,80.016,audio_features,4WutHA9jWqFRkXwfbhU1WH,spotify:track:4WutHA9jWqFRkXwfbhU1WH,https://api.spotify.com/v1/tracks/4WutHA9jWqFRkXwfbhU1WH,https://api.spotify.com/v1/audio-analysis/4WutHA9jWqFRkXwfbhU1WH,225750,4
0.538,0.626,5,-8.272,1,0.0455,0.115,1.00E-05,0.137,0.241,132.908,audio_features,1kbGBcmr0vrs3hnpMbPCYd,spotify:track:1kbGBcmr0vrs3hnpMbPCYd,https://api.spotify.com/v1/tracks/1kbGBcmr0vrs3hnpMbPCYd,https://api.spotify.com/v1/audio-analysis/1kbGBcmr0vrs3hnpMbPCYd,243235,4
0.697,0.892,7,-3.358,0,0.0592,0.0131,2.50E-02,0.299,0.0374,125.015,audio_features,0fFHjnqpSpV8XuWyCKf6XU,spotify:track:0fFHjnqpSpV8XuWyCKf6XU,https://api.spotify.com/v1/tracks/0fFHjnqpSpV8XuWyCKf6XU,https://api.spotify.com/v1/audio-analysis/0fFHjnqpSpV8XuWyCKf6XU,478133,4
0.653,0.59,5,-9.649,1,0.104,0.000942,3.78E-01,0.2,0.625,168.054,audio_features,7bsPIUEEOuL5WlOPcYUrYx,spotify:track:7bsPIUEEOuL5WlOPcYUrYx,https://api.spotify.com/v1/tracks/7bsPIUEEOuL5WlOPcYUrYx,https://api.spotify.com/v1/audio-analysis/7bsPIUEEOuL5WlOPcYUrYx,293307,4
0.633,0.335,2,-13.42,1,0.0822,0.642,0.00E+00,0.0974,0.563,108.472,audio_features,0rFO7lAmgl8IaxCfZ5DreP,spotify:track:0rFO7lAmgl8IaxCfZ5DreP,https://api.spotify.com/v1/tracks/0rFO7lAmgl8IaxCfZ5DreP,https://api.spotify.com/v1/audio-analysis/0rFO7lAmgl8IaxCfZ5DreP,176480,3
0.436,0.552,11,-12.838,0,0.101,0.676,9.08E-06,0.0965,0.642,147.706,audio_features,6puDH4jNRgeRpMhzgMbO53,spotify:track:6puDH4jNRgeRpMhzgMbO53,https://api.spotify.com/v1/tracks/6puDH4jNRgeRpMhzgMbO53,https://api.spotify.com/v1/audio-analysis/6puDH4jNRgeRpMhzgMbO53,620173,4
0.239,0.285,0,-11.071,0,0.0445,0.832,1.63E-02,0.203,0.0792,111.593,audio_features,75Xkf5nd2iGGFIWEYk4COu,spotify:track:75Xkf5nd2iGGFIWEYk4COu,https://api.spotify.com/v1/tracks/75Xkf5nd2iGGFIWEYk4COu,https://api.spotify.com/v1/audio-analysis/75Xkf5nd2iGGFIWEYk4COu,232000,1
0.78,0.581,9,-6.832,1,0.0287,0.00835,2.24E-03,0.177,0.567,119.984,audio_features,5iJHDCtqv2nO4v8i8nwbdh,spotify:track:5iJHDCtqv2nO4v8i8nwbdh,https://api.spotify.com/v1/tracks/5iJHDCtqv2nO4v8i8nwbdh,https://api.spotify.com/v1/audio-analysis/5iJHDCtqv2nO4v8i8nwbdh,171370,4
0.539,0.497,0,-7.428,1,0.0267,0.352,1.49E-04,0.148,0.177,96.558,audio_features,0xrpX0jBdZRJcYIyraRwFK,spotify:track:0xrpX0jBdZRJcYIyraRwFK,https://api.spotify.com/v1/tracks/0xrpX0jBdZRJcYIyraRwFK,https://api.spotify.com/v1/audio-analysis/0xrpX0jBdZRJcYIyraRwFK,184973,3
0.705,0.424,7,-8.459,1,0.0412,0.842,5.01E-03,0.204,0.357,96.056,audio_features,7LXLgoroFNCQQpMQt0tMA7,spotify:track:7LXLgoroFNCQQpMQt0tMA7,https://api.spotify.com/v1/tracks/7LXLgoroFNCQQpMQt0tMA7,https://api.spotify.com/v1/audio-analysis/7LXLgoroFNCQQpMQt0tMA7,186112,4
0.341,0.114,3,-12.903,1,0.0342,0.851,9.11E-02,0.104,0.0797,79.806,audio_features,4Gu1w7zBrDrRU4T2WHg1L5,spotify:track:4Gu1w7zBrDrRU4T2WHg1L5,https://api.spotify.com/v1/tracks/4Gu1w7zBrDrRU4T2WHg1L5,https://api.spotify.com/v1/audio-analysis/4Gu1w7zBrDrRU4T2WHg1L5,372667,4
0.51,0.434,1,-10.004,1,0.0361,0.177,5.16E-01,0.0603,0.207,119.695,audio_features,3Ty7OTBNSigGEpeW2PqcsC,spotify:track:3Ty7OTBNSigGEpeW2PqcsC,https://api.spotify.com/v1/tracks/3Ty7OTBNSigGEpeW2PqcsC,https://api.spotify.com/v1/audio-analysis/3Ty7OTBNSigGEpeW2PqcsC,308627,4
0.355,0.296,7,-10.074,1,0.0321,0.148,1.30E-01,0.644,0.205,121.599,audio_features,0s0lnAIcclHVjQ4fITlOoU,spotify:track:0s0lnAIcclHVjQ4fITlOoU,https://api.spotify.com/v1/tracks/0s0lnAIcclHVjQ4fITlOoU,https://api.spotify.com/v1/audio-analysis/0s0lnAIcclHVjQ4fITlOoU,265053,4
0.182,0.0651,10,-16.341,1,0.0462,0.942,8.86E-01,0.111,0.038,60.812,audio_features,1aDklx1GaBqHFowCzz63wU,spotify:track:1aDklx1GaBqHFowCzz63wU,https://api.spotify.com/v1/tracks/1aDklx1GaBqHFowCzz63wU,https://api.spotify.com/v1/audio-analysis/1aDklx1GaBqHFowCzz63wU,530532,4
0.464,0.572,7,-7.371,1,0.0402,0.00229,4.55E-04,0.11,0.124,150.138,audio_features,3GqZnm8ONy68sMqTlxFrvk,spotify:track:3GqZnm8ONy68sMqTlxFrvk,https://api.spotify.com/v1/tracks/3GqZnm8ONy68sMqTlxFrvk,https://api.spotify.com/v1/audio-analysis/3GqZnm8ONy68sMqTlxFrvk,199339,4
0.617,0.535,9,-10.07,0,0.0319,0.129,2.74E-01,0.1,0.461,144.009,audio_features,5H5yQqdVJSK9VW5fxMUI4M,spotify:track:5H5yQqdVJSK9VW5fxMUI4M,https://api.spotify.com/v1/tracks/5H5yQqdVJSK9VW5fxMUI4M,https://api.spotify.com/v1/audio-analysis/5H5yQqdVJSK9VW5fxMUI4M,243707,3
0.469,0.373,9,-7.98,0,0.0437,0.617,2.21E-06,0.126,0.239,154.166,audio_features,0d8ecVQ21crDPnkOmstmig,spotify:track:0d8ecVQ21crDPnkOmstmig,https://api.spotify.com/v1/tracks/0d8ecVQ21crDPnkOmstmig,https://api.spotify.com/v1/audio-analysis/0d8ecVQ21crDPnkOmstmig,215141,4
0.182,0.539,10,-10.839,0,0.0799,0.0781,1.01E-04,0.212,0.413,69.717,audio_features,3Wkho6tesTh4aF80T6evqH,spotify:track:3Wkho6tesTh4aF80T6evqH,https://api.spotify.com/v1/tracks/3Wkho6tesTh4aF80T6evqH,https://api.spotify.com/v1/audio-analysis/3Wkho6tesTh4aF80T6evqH,329467,4
0.406,0.216,9,-15.228,1,0.0406,0.801,2.90E-05,0.115,0.111,180.029,audio_features,4XWoFq5b67eHpFwxW9uK45,spotify:track:4XWoFq5b67eHpFwxW9uK45,https://api.spotify.com/v1/tracks/4XWoFq5b67eHpFwxW9uK45,https://api.spotify.com/v1/audio-analysis/4XWoFq5b67eHpFwxW9uK45,296693,3
0.708,0.793,5,-5.426,0,0.0341,0.0138,2.27E-03,0.118,0.735,122.014,audio_features,4ADsYu1V5CpFLXNve7iK4Z,spotify:track:4ADsYu1V5CpFLXNve7iK4Z,https://api.spotify.com/v1/tracks/4ADsYu1V5CpFLXNve7iK4Z,https://api.spotify.com/v1/audio-analysis/4ADsYu1V5CpFLXNve7iK4Z,239418,4
0.657,0.784,8,-5.005,0,0.102,0.249,2.04E-04,0.368,0.582,183.969,audio_features,3UyVG4yc9wc3rz3Trw1iHd,spotify:track:3UyVG4yc9wc3rz3Trw1iHd,https://api.spotify.com/v1/tracks/3UyVG4yc9wc3rz3Trw1iHd,https://api.spotify.com/v1/audio-analysis/3UyVG4yc9wc3rz3Trw1iHd,262644,4
0.68,0.689,5,-6.248,1,0.0388,0.788,8.66E-04,0.274,0.699,127.225,audio_features,2PmC1vcaY2n3mWsJktJv9S,spotify:track:2PmC1vcaY2n3mWsJktJv9S,https://api.spotify.com/v1/tracks/2PmC1vcaY2n3mWsJktJv9S,https://api.spotify.com/v1/audio-analysis/2PmC1vcaY2n3mWsJktJv9S,173640,4
0.187,0.109,8,-20.165,0,0.0416,0.595,9.06E-01,0.207,0.0361,116.403,audio_features,3cYNdDqNBEdUaHGZGGtfPy,spotify:track:3cYNdDqNBEdUaHGZGGtfPy,https://api.spotify.com/v1/tracks/3cYNdDqNBEdUaHGZGGtfPy,https://api.spotify.com/v1/audio-analysis/3cYNdDqNBEdUaHGZGGtfPy,220200,4
0.6,0.837,2,-6.444,0,0.057,0.376,0.00E+00,0.144,0.908,93.195,audio_features,1U5MA1a9ks3mnJXiFWH47r,spotify:track:1U5MA1a9ks3mnJXiFWH47r,https://api.spotify.com/v1/tracks/1U5MA1a9ks3mnJXiFWH47r,https://api.spotify.com/v1/audio-analysis/1U5MA1a9ks3mnJXiFWH47r,136067,4
0.83,0.954,0,-6.835,1,0.0308,0.167,2.04E-04,0.253,0.97,121.195,audio_features,0p85tj9Uvo1CuHSfmAy4X3,spotify:track:0p85tj9Uvo1CuHSfmAy4X3,https://api.spotify.com/v1/tracks/0p85tj9Uvo1CuHSfmAy4X3,https://api.spotify.com/v1/audio-analysis/0p85tj9Uvo1CuHSfmAy4X3,156880,4
0.746,0.402,1,-6.666,1,0.0329,0.13,1.96E-04,0.125,0.245,108.62,audio_features,022vlOJzVAHTCMSbyEMEVt,spotify:track:022vlOJzVAHTCMSbyEMEVt,https://api.spotify.com/v1/tracks/022vlOJzVAHTCMSbyEMEVt,https://api.spotify.com/v1/audio-analysis/022vlOJzVAHTCMSbyEMEVt,190061,3
0.295,0.414,3,-11.063,0,0.0402,0.427,2.50E-04,0.0909,0.122,122.186,audio_features,3TtCkRuu4MhZU9f6Bgyjqt,spotify:track:3TtCkRuu4MhZU9f6Bgyjqt,https://api.spotify.com/v1/tracks/3TtCkRuu4MhZU9f6Bgyjqt,https://api.spotify.com/v1/audio-analysis/3TtCkRuu4MhZU9f6Bgyjqt,205017,4
0.56,0.875,10,-4.483,1,0.0518,0.0131,6.93E-04,0.063,0.538,141.661,audio_features,5O7RVmqK3AYoFfyeafxOqH,spotify:track:5O7RVmqK3AYoFfyeafxOqH,https://api.spotify.com/v1/tracks/5O7RVmqK3AYoFfyeafxOqH,https://api.spotify.com/v1/audio-analysis/5O7RVmqK3AYoFfyeafxOqH,297067,4
0.692,0.696,7,-10.526,0,0.139,0.149,6.14E-02,0.212,0.95,90.43,audio_features,35dBml5K6yTShOa3h3lugq,spotify:track:35dBml5K6yTShOa3h3lugq,https://api.spotify.com/v1/tracks/35dBml5K6yTShOa3h3lugq,https://api.spotify.com/v1/audio-analysis/35dBml5K6yTShOa3h3lugq,145467,4
0.371,0.238,4,-11.746,0,0.0297,0.702,7.84E-02,0.221,0.132,138.096,audio_features,1wVNX70jcDdQGedgZm0zRd,spotify:track:1wVNX70jcDdQGedgZm0zRd,https://api.spotify.com/v1/tracks/1wVNX70jcDdQGedgZm0zRd,https://api.spotify.com/v1/audio-analysis/1wVNX70jcDdQGedgZm0zRd,236333,3
0.688,0.748,5,-9.39,0,0.0377,0.0801,4.53E-03,0.136,0.892,114.144,audio_features,63vL5oxWrlvaJ0ayNaQnbX,spotify:track:63vL5oxWrlvaJ0ayNaQnbX,https://api.spotify.com/v1/tracks/63vL5oxWrlvaJ0ayNaQnbX,https://api.spotify.com/v1/audio-analysis/63vL5oxWrlvaJ0ayNaQnbX,153813,4
0.741,0.788,7,-8.149,1,0.0617,0.0144,9.45E-03,0.0227,0.936,130.069,audio_features,1ZZjpzN6rrNDtXjgJJF7mt,spotify:track:1ZZjpzN6rrNDtXjgJJF7mt,https://api.spotify.com/v1/tracks/1ZZjpzN6rrNDtXjgJJF7mt,https://api.spotify.com/v1/audio-analysis/1ZZjpzN6rrNDtXjgJJF7mt,226693,4
0.665,0.763,3,-5.868,1,0.0319,0.00465,2.15E-03,0.246,0.38,125.054,audio_features,7CbZtCJJmr54zVEg9bOOdJ,spotify:track:7CbZtCJJmr54zVEg9bOOdJ,https://api.spotify.com/v1/tracks/7CbZtCJJmr54zVEg9bOOdJ,https://api.spotify.com/v1/audio-analysis/7CbZtCJJmr54zVEg9bOOdJ,153600,4
0.632,0.858,10,-3.463,1,0.035,0.0624,0.00E+00,0.347,0.872,119.397,audio_features,3Fzlg5r1IjhLk2qRw667od,spotify:track:3Fzlg5r1IjhLk2qRw667od,https://api.spotify.com/v1/tracks/3Fzlg5r1IjhLk2qRw667od,https://api.spotify.com/v1/audio-analysis/3Fzlg5r1IjhLk2qRw667od,232693,4
0.643,0.545,6,-7.413,0,0.0358,0.107,0.00E+00,0.179,0.222,93.012,audio_features,5EO7tawMP5g2wjxdYfVBvJ,spotify:track:5EO7tawMP5g2wjxdYfVBvJ,https://api.spotify.com/v1/tracks/5EO7tawMP5g2wjxdYfVBvJ,https://api.spotify.com/v1/audio-analysis/5EO7tawMP5g2wjxdYfVBvJ,185278,4
0.506,0.959,5,-5.264,0,0.102,0.084,6.55E-04,0.135,0.34,133.996,audio_features,0boS4e6uXwp3zAvz1mLxZS,spotify:track:0boS4e6uXwp3zAvz1mLxZS,https://api.spotify.com/v1/tracks/0boS4e6uXwp3zAvz1mLxZS,https://api.spotify.com/v1/audio-analysis/0boS4e6uXwp3zAvz1mLxZS,213267,4
0.676,0.362,5,-8.249,1,0.0664,0.13,7.72E-02,0.133,0.475,180.034,audio_features,3tb9cwLuiNLxwxMWm8Qs3h,spotify:track:3tb9cwLuiNLxwxMWm8Qs3h,https://api.spotify.com/v1/tracks/3tb9cwLuiNLxwxMWm8Qs3h,https://api.spotify.com/v1/audio-analysis/3tb9cwLuiNLxwxMWm8Qs3h,262307,4
0.239,0.376,10,-8.16,1,0.0305,0.815,4.37E-05,0.0821,0.0953,112.95,audio_features,0jBkInmdxnmDJR8apuQDFc,spotify:track:0jBkInmdxnmDJR8apuQDFc,https://api.spotify.com/v1/tracks/0jBkInmdxnmDJR8apuQDFc,https://api.spotify.com/v1/audio-analysis/0jBkInmdxnmDJR8apuQDFc,275187,4